"koerperschaft_id","koerperschaft_name","koerperschaft_name_gnd","gnd_sachgruppe","name_flag","sachgruppe_flag","is_verlag_by_name","is_verlagsrelevant_by_sachgruppe","is_verlag_candidate","verlag_score"
"K1661","Kulturverl. Kadmos","Kulturverlag Kadmos Berlin","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1662","Kulturverlag Kadmos","Kulturverlag Kadmos Berlin","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1663","Kulturzone e.V.",NULL,NULL,"Verein",NULL,False,False,False,0
"K1664","Kunst und Alltag","Verlag Kunst und Alltag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1665","Kunst- und Textwerk-Verl.",NULL,NULL,"Verlag",NULL,True,False,True,1
"K1666","KunstSinn-Verlag",NULL,NULL,"Verlag",NULL,True,False,True,1
"K1667","Kunstanstifter-Verl.","Kunstanstifter Verlag e.Kfr.","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1668","Kunstforum Salzkammergut",NULL,NULL,"Gemeinschaft",NULL,False,False,False,0
"K1669","Kunsthaus-Verl.","KUNSTHAUS - VERLAG","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1670","Kunsthochschule für Medien Köln","Kunsthochschule für Medien Köln","Neue Formen der Kunst; Hochschule","Bildungseinrichtung",NULL,False,False,False,0
"K1671","Kunstmann Verlag","Verlag Antje Kunstmann","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1672","Kunstverl. Fink","Kunstverlag Josef Fink","Buchwissenschaft, Buchhandel; Bildende Kunst","Verlag","verlagsrelevant",True,True,True,2
"K1673","Kunze",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K1674","Kuqi-Institut für Sprachwissenschaft, Adrian Kuqi",NULL,NULL,"Institut",NULL,False,False,False,0
"K1675","Kurierverlags GmbH & Co. KG","Kurierverlags GmbH & Co. KG",NULL,"Verlag",NULL,True,False,True,1
"K1676","Kurznachzehn Verlag",NULL,NULL,"Verlag",NULL,True,False,True,1
"K1677","Kuschelgang","Kuschelgang (Körperschaft)",NULL,NULL,NULL,NULL,False,NULL,0
"K1678","Kwalae Verlag",NULL,NULL,"Verlag",NULL,True,False,True,1
"K1679","Kynos-Verl.","Kynos Verlag Dr. Dieter Fleig","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1680","Kyrene","Kyrene Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K2568","Smart & Nett",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K1681","Königshausen & Neumann","Verlag Königshausen & Neumann","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1682","Kösel","Kösel-Verlag","Buchwissenschaft, Buchhandel; Einzelne Branchen der Industrie und des Handwerks","Verlag","verlagsrelevant",True,True,True,2
"K1683","Köthe","Miriam Köthe (Firma)","Buchwissenschaft, Buchhandel","Unternehmen","verlagsrelevant",False,True,True,1
"K1684","Külzer-Schröder","Hans-Christoph Külzer-Schröder (Firma)","Buchwissenschaft, Buchhandel","Unternehmen","verlagsrelevant",False,True,True,1
"K1685","Künstler-Gilde e.V.","Are-Künstler-Gilde","Bildende Kunst",NULL,NULL,NULL,False,NULL,0
"K1686","Künstlernische-Verl. Singer","Verlag künstlernische","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1687","Kürbis","edition kürbis","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1688","L & L Verlag",NULL,NULL,"Verlag",NULL,True,False,True,1
"K1689","L.S.D.",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K1690","L100 Verlag",NULL,NULL,"Verlag",NULL,True,False,True,1
"K1691","LAHA-Dr.",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K1692","LAUNENWEBER",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K1693","LCERC",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K1694","LEU",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K1695","LHDL Self Publ.",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K1696","LIBRAS Shqipe Sylejmani",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K1697","LIJEPA RIJEČ",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K1698","LINCOM GmbH","LINCOM Europa (München)","Einzelne Branchen der Industrie und des Handwerks; Buchwissenschaft, Buchhandel",NULL,"verlagsrelevant",NULL,True,True,1
"K1699","LIWI Literatur- und Wissenschaftsverlag","LIWI Literatur- und Wissenschaftsverlag Thomas Löding",NULL,"Verlag",NULL,True,False,True,1
"K1700","LOTUS PRESS","LOTUS-PRESS","Buchwissenschaft, Buchhandel",NULL,"verlagsrelevant",NULL,True,True,1
"K1701","LV-Buch",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K1702","LVZ","LVZ-Bäckerei",NULL,NULL,NULL,NULL,False,NULL,0
"K1703","Labonde","Heiner Labonde (Firma)","Buchwissenschaft, Buchhandel","Unternehmen","verlagsrelevant",False,True,True,1
"K1704","Lach","Otto Lach Verlagsanstalt","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1705","Lago Imago",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K1706","Lagrev","Lagrev Verlag",NULL,"Verlag",NULL,True,False,True,1
"K1707","Lahn Verlag","Lahn-Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1708","Lamago-Verl.","Lamago Verlag e.K. Inh. Barbara Landes","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1709","Lamuv","Lamuv-Verlag (Göttingen)","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1710","Landbeck","Dr. Hanne Landbeck (Firma)","Buchwissenschaft, Buchhandel","Unternehmen","verlagsrelevant",False,True,True,1
"K1711","Landenberg","Landenberg-Druck AG","Buchwissenschaft, Buchhandel","Druckerei","verlagsrelevant",False,True,True,1
"K1712","Landeshauptstadt Klagenfurt","Handelsgenossenschaft der Landeshauptstadt Klagenfurt",NULL,NULL,NULL,NULL,False,NULL,0
"K1713","Landhausverl.","Landhausverlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1714","Landhege-Verl.","Landhege Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1715","Landkreis Barnim","Landkreis Barnim. Kreistag",NULL,"Gemeinschaft",NULL,False,False,False,0
"K1716","Landtwing","Landtwing Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1717","Landverlag","Landverlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1718","Langen Müller","Albert-Langen-Georg-Müller-Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1719","Langenscheidt","Langenscheidt KG","Buchwissenschaft, Buchhandel",NULL,"verlagsrelevant",NULL,True,True,1
"K1720","Langlhofer","Langlhofer Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1721","Language Practice Publishing",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K1722","Lappan","Lappan-Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1723","Lardon Media",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K1724","Larimar Verlag","Larimar-Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1725","Latos Verlag","Latos Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1726","Laudatio-Verl.","Laudatio-Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1727","Lauerskreuzer Sommertage","Lauerskreuzer Sommertage","Buchwissenschaft, Buchhandel",NULL,"verlagsrelevant",NULL,True,True,1
"K1728","Laufen","Papiermühle Laufen (Laufen, Eyach)","Einzelne Branchen der Industrie und des Handwerks; Papierherstellung, Grafische Technik",NULL,NULL,NULL,False,NULL,0
"K1729","Laugwitz Verlag",NULL,NULL,"Verlag",NULL,True,False,True,1
"K1730","Lauinger Verlag",NULL,NULL,"Verlag",NULL,True,False,True,1
"K1731","Laumann Verlag","Laumann Druck und Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1732","Laurence King Verlag",NULL,NULL,"Verlag",NULL,True,False,True,1
"K1733","Lauterblätter-Verl.","Lauterblätter Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1734","Lava","Lava","Musik (Allgemeines), Musikgeschichte",NULL,NULL,NULL,False,NULL,0
"K1735","Lavori","Lavori Verlag",NULL,"Verlag",NULL,True,False,True,1
"K1736","Laßleben","Laßleben",NULL,NULL,NULL,NULL,False,NULL,0
"K1737","Lebensgeschenke-Verl.","Lebensgeschenke-Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1738","Lebenshilfe Bremen e.V.","Lebenshilfe Bremen","Sozialarbeit, Sozialhilfe",NULL,NULL,NULL,False,NULL,0
"K1739","Lebenskind Publishing",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K1740","Lebensweichen-Verl.","Lebensweichen-Verlag e.K.","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1741","Leffotraks Labyrinthe",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K1742","Legionarion",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K1743","Lehmstedt","Lehmstedt Verlag","Einzelne Branchen der Industrie und des Handwerks","Verlag",NULL,True,False,True,1
"K1744","Lehmweg Verlag","Lehmweg Verlag GmbH","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1745","Lehnert Verlag","Ehrenhof-Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1749","Leinpfad Verlag","Leinpfad Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1750","Leipziger Literaturverlag","Leipziger Literaturverlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1751","Leipziger Univ.-Verl.","Leipziger Universitätsverlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1752","Leipziger Universitätsverlag","Leipziger Universitätsverlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1753","Lektora Verlag","Lektora GmbH","Literaturgattung; Literarisches Leben; Buchwissenschaft, Buchhandel","Unternehmen","verlagsrelevant",False,True,True,1
"K1754","Lemming-Verl.",NULL,NULL,"Verlag",NULL,True,False,True,1
"K1755","Lennestrand. Verlag für Südwestfalen",NULL,NULL,"Verlag",NULL,True,False,True,1
"K1756","Lenos Verlag","Lenos Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1757","Lentner",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K1758","Leonhard-Thurneysser-Verlag","Leonhard-Thurneysser-Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1759","Leonidas","LEONIDAS - Bücher wie du und ich","Buchwissenschaft, Buchhandel",NULL,"verlagsrelevant",NULL,True,True,1
"K1760","Lerato-Verl.","LERATO-VERLAG","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1761","Lermann","Dr. Gisela Lermann (Firma)","Buchwissenschaft, Buchhandel","Unternehmen","verlagsrelevant",False,True,True,1
"K1762","Lese-Zeichen e.V.","Lese-Zeichen e.V.",NULL,"Verein",NULL,False,False,False,0
"K1763","Leseratten Verlag","Leseratten Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1764","Leseratten-Verl.","Leseratten Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1765","Lesereich-Verlag","Lesereich-Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1767","Lesezeichen, Schreibzirkel",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K1768","Letterotik",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K1769","Lettre International Verlags-GmbH","Lettre International","Buchwissenschaft, Buchhandel",NULL,"verlagsrelevant",NULL,True,True,1
"K1770","Leuenhagen & Paris","Leuenhagen & Paris","Buchwissenschaft, Buchhandel",NULL,"verlagsrelevant",NULL,True,True,1
"K1771","Levia Ortega c/o Papyrus Autoren-Club",NULL,NULL,"Gemeinschaft",NULL,False,False,False,0
"K1772","Lexikus Verlag","Lexikus Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1773","Leykam","Leykam-Buchverlag","Buchwissenschaft, Buchhandel; Einzelne Branchen der Industrie und des Handwerks","Verlag","verlagsrelevant",True,True,True,2
"K1774","LiDi EuropEdition",NULL,NULL,"Verlag",NULL,True,False,True,1
"K1775","Libelle Verlag","Libelle Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1776","Libretto","Libretto Antiquariat",NULL,NULL,NULL,NULL,False,NULL,0
"K1777","Librikon Verlag",NULL,NULL,"Verlag",NULL,True,False,True,1
"K1778","Liccaratur Verlag","Liccaratur-Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1779","Lichtland","Edition Lichtland","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1780","Lichtschlag Medien und Werbung","Lichtschlag Medien und Werbung KG","Buchwissenschaft, Buchhandel",NULL,"verlagsrelevant",NULL,True,True,1
"K1781","Lichtung Verlag","Lichtung Verlag GmbH","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1782","Lichtungen – Verein für Literatur & Kunst",NULL,NULL,"Verein",NULL,False,False,False,0
"K1783","Lichtwanderer Verlag",NULL,NULL,"Verlag",NULL,True,False,True,1
"K1784","Liebe",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K1785","Liebhaber Verlag",NULL,NULL,"Verlag",NULL,True,False,True,1
"K1786","Liebig","Liebig Verlagsgenossenschaft","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1787","Lilienfeld Verl.","Lilienfeld Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1788","Liliom-Verl.","LILIOM Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1789","Lilly M. Beck c/o Autorenglück.de",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K1790","Limbus Verlag","Limbus Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1791","Limmat Verlag","Limmat Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1792","Lindemanns",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K1793","Lindenstruth","Gerhard Lindenstruth (Firma)","Buchwissenschaft, Buchhandel","Unternehmen","verlagsrelevant",False,True,True,1
"K1794","Lindwurm Verlag","Lindwurm Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1795","Lippe Verlag",NULL,NULL,"Verlag",NULL,True,False,True,1
"K1796","List Verlag","Paul-List-Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1797","Lit","Lit","Musik (Allgemeines), Musikgeschichte",NULL,NULL,NULL,False,NULL,0
"K1798","LitArt-World",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K1799","Litac Verlag",NULL,NULL,"Verlag",NULL,True,False,True,1
"K1800","Litera Eurasia",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K1801","LiteraFreakPress",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K1802","Literareon",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K1803","Literaricum GmbH",NULL,NULL,"Unternehmen",NULL,False,False,False,0
"K1804","Literarische Gesellschaft St. Pölten","Literarische Gesellschaft Sankt Pölten","Gruppe, Organisationssoziologie, Interaktion; Literarisches Leben","Gemeinschaft","verlagsrelevant",False,True,True,1
"K1805","Literarischer Verlag Edition Contra-Bass UG",NULL,NULL,"Verlag",NULL,True,False,True,1
"K1806","Literarisches Kolloquium Berlin","Literarisches Colloquium Berlin","Literarisches Leben; Buchwissenschaft, Buchhandel; Gruppe, Organisationssoziologie, Interaktion",NULL,"verlagsrelevant",NULL,True,True,1
"K1807","Literates","literates-Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1808","Literatones Verlag e.K.",NULL,NULL,"Verlag",NULL,True,False,True,1
"K1809","Literatur Quickie","Literatur Quickie","Buchwissenschaft, Buchhandel",NULL,"verlagsrelevant",NULL,True,True,1
"K1810","Literatur Verein e.V., Linzgau","Linzgau Literatur Verein",NULL,"Verein",NULL,False,False,False,0
"K1811","Literatur der Zukunft","Literatur der Zukunft","Buchwissenschaft, Buchhandel",NULL,"verlagsrelevant",NULL,True,True,1
"K1875","MAGENTA Verlag","MAGENTA Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K2569","Smart Storys Verlag",NULL,NULL,"Verlag",NULL,True,False,True,1
"K1812","Literatur und Bildende Kunst Bad Salzdetfurth und Umgebung e.V.","Literatur und Bildende Kunst Bad Salzdetfurth und Umgebung e.V.",NULL,"Verein",NULL,False,False,False,0
"K1813","Literatur-Planet","Literatur-Planet","Buchwissenschaft, Buchhandel",NULL,"verlagsrelevant",NULL,True,True,1
"K1814","LiteraturWissenschaft.de",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K1815","Literaturca Verlag","Verlag Literaturca","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1816","Literaturedition Niederösterreich","Literaturedition Niederösterreich","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1817","Literaturhaus  und  Museumsges.",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K1818","Literaturhaus Berlin","Literaturhaus Berlin","Buchwissenschaft, Buchhandel; Literarisches Leben; Kultur, Künste allgemein",NULL,"verlagsrelevant",NULL,True,True,1
"K1819","Literaturhaus Hamburg","Literaturhaus (Hamburg)","Literarisches Leben; Kultur, Künste allgemein",NULL,"verlagsrelevant",NULL,True,True,1
"K1820","Literaturhaus Salzburg","Literaturhaus (Salzburg)",NULL,NULL,NULL,NULL,False,NULL,0
"K1821","Literaturhaus Zürich","Museumsgesellschaft Zürich. Literaturhaus Zürich","Literarisches Leben; Kultur, Künste allgemein","Gemeinschaft","verlagsrelevant",False,True,True,1
"K1822","Literaturhaus e.V",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K1823","Literaturinstitut Hildesheim","Universität Hildesheim. Institut für Literarisches Schreiben und Literaturwissenschaft","Literarische Motive, Stoffe, Gestalten; Hochschule","Institut","verlagsrelevant",False,True,True,1
"K1824","Literaturkreis PromOtheus","Literaturkreis PromOtheus",NULL,"Gemeinschaft",NULL,False,False,False,0
"K1825","Literaturpodium","Literaturpodium","Einzelne Branchen der Industrie und des Handwerks",NULL,NULL,NULL,False,NULL,0
"K1826","Literaturverein EDIT e. V.","Literaturverein Edit",NULL,"Verein",NULL,False,False,False,0
"K1827","Literaturverlag Droschl","Literaturverlag Droschl","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1828","Literaturwerkstatt Berlin","Literaturwerkstatt Berlin",NULL,NULL,NULL,NULL,False,NULL,0
"K1829","Litopian e.V., Literarischer Förderverein",NULL,NULL,"Verein",NULL,False,False,False,0
"K1830","Littera-Autoren-Verl.","Littera Autoren Verlag Curt Zimmermann","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1831","LizzyNet gGmbH","LizzyNet GmbH (Köln)","Einzelne Branchen der Industrie und des Handwerks","Unternehmen",NULL,False,False,False,0
"K1832","Llux Datenverarbeitung","Llux Agentur & Verlag e.K.","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1833","Loeven",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K1834","Loewenzahn","Löwenzahn Verlag in der Studienverlag GesmbH","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1835","Logbuch Verlag","Logbuch Verlag",NULL,"Verlag",NULL,True,False,True,1
"K1836","Logo-Verl. Erfurth","Logo-Verlag Eric Erfurth","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1837","Logophon","Logophon Verlag und Bildungsreisen GmbH","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1838","Longinus","Longinus","Buchwissenschaft, Buchhandel",NULL,"verlagsrelevant",NULL,True,True,1
"K1839","Lontar","Lontar Foundation",NULL,NULL,NULL,NULL,False,NULL,0
"K1840","Lorbeer-Verlag","Lorbeer-Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1841","Lore-Verl.",NULL,NULL,"Verlag",NULL,True,False,True,1
"K1842","Lovemoon Verlag",NULL,NULL,"Verlag",NULL,True,False,True,1
"K1843","Low",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K1844","Luchterhand Literaturverlag","Luchterhand Literaturverlag GmbH","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1845","Ludwig","Verlag Ludwig",NULL,"Verlag",NULL,True,False,True,1
"K1846","Luftschacht Verlag","Luftschacht Verlag","Buchwissenschaft, Buchhandel; Einzelne Branchen der Industrie und des Handwerks","Verlag","verlagsrelevant",True,True,True,2
"K1847","Lumpeter & Lasel","Lumpeter & Lasel","Buchwissenschaft, Buchhandel",NULL,"verlagsrelevant",NULL,True,True,1
"K1848","Lunares Selbstverlag",NULL,NULL,"Verlag",NULL,True,False,True,1
"K1849","Lusatia-Verl.","Lusatia Verlag Dr. Stübner & Co. KG","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1850","Luther Verlag","Luther-Verlag GmbH","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1851","Lutherische Verlagsgesellschaft","Lutherische Verlagsgesellschaft mbH","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1852","Lutrina Verlag","Lutrina Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1853","Lux, Christian",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K1854","Luxbooks","Luxbooks GmbH","Buchwissenschaft, Buchhandel","Unternehmen","verlagsrelevant",False,True,True,1
"K1855","Luzifer-Verl.","Luzifer Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1856","Lychatz Verlag","Lychatz Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1857","Lyrika Verlag",NULL,NULL,"Verlag",NULL,True,False,True,1
"K1858","Lysandra Books",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K1859","Lyx Egmont","Egmont LYX","Buchwissenschaft, Buchhandel",NULL,"verlagsrelevant",NULL,True,True,1
"K1860","Längert Verlag",NULL,NULL,"Verlag",NULL,True,False,True,1
"K1861","Löcker Verlag","Löcker-Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1862","LöwenStern Verlag","LöwenStern Verlag",NULL,"Verlag",NULL,True,False,True,1
"K1863","Lößnitz : GUC",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K1864","Lübbe","Verlagsgruppe Lübbe","Einzelne Branchen der Industrie und des Handwerks; Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1865","Lütte Verlag",NULL,NULL,"Verlag",NULL,True,False,True,1
"K1866","M+N-Medienverl.",NULL,NULL,"Verlag",NULL,True,False,True,1
"K1867","M. K. E. Brandl",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K1868","M. Porta",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K1869","M. Schreckenberg, K. @Völlmicke und M. @Lamprecht",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K1870","M. Zaffarana",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K1871","M.-G.-Schmitz-Verlag",NULL,NULL,"Verlag",NULL,True,False,True,1
"K1872","M.A.C Medien Agentur Czellnik",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K1873","M.A.D. Music & Art Department Verlag",NULL,NULL,"Verlag",NULL,True,False,True,1
"K1874","MA-Verlag",NULL,NULL,"Verlag",NULL,True,False,True,1
"K1876","MAIN Verlag","Main-Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1877","MAM","Mam","Musik (Allgemeines), Musikgeschichte",NULL,NULL,NULL,False,NULL,0
"K1878","MBS (Mijnbestseller Nederland B.V.)",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K1879","MCC","MCC GmbH Luzern Schweiz","Buchwissenschaft, Buchhandel","Unternehmen","verlagsrelevant",False,True,True,1
"K1880","MCE Verlag","MCE Verlagsgesellschaft mbH & Co. KG","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1881","MONS","Mons",NULL,NULL,NULL,NULL,False,NULL,0
"K1882","MRAV, ein Kleiner Verl.",NULL,NULL,"Verlag",NULL,True,False,True,1
"K1883","MRM-Verl.",NULL,NULL,"Verlag",NULL,True,False,True,1
"K1884","MSC",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K1885","MTA",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K1886","MZ Buchverlag","MZ Buchverlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1887","Machandel Verlag","Machandel-Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1888","Machiavelli Edition","Machiavelli edition","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1890","Machtwortverlag","Machtwortverlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1891","Mackingerverlag","Mackingerverlag Dr. Herbert Mackinger","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1892","Magazin SchreibRÄUME",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K1893","Magic-Buchverl.","Magic Buchverlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1894","Magma-Verl.","Magma Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1895","Magoria Verlag",NULL,NULL,"Verlag",NULL,True,False,True,1
"K1896","Mainz",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K1897","Mairisch-Verl.","mairisch Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1898","Maiwald",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K1899","Make a Book","Make a book","Buchwissenschaft, Buchhandel",NULL,"verlagsrelevant",NULL,True,True,1
"K1900","Malandro Verlag","Malandro Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
