"koerperschaft_id","kategorie","n_publikationsbeteiligungen"
"K606","definitiv Verlag (Name + Sachgruppe)",13
"K607","definitiv Verlag (Name + Sachgruppe)",1
"K608","definitiv Verlag (Name + Sachgruppe)",1
"K609","definitiv Verlag (Name + Sachgruppe)",1
"K61","definitiv Verlag (Name + Sachgruppe)",18
"K610","definitiv Verlag (Name + Sachgruppe)",6
"K613","definitiv Verlag (Name + Sachgruppe)",1
"K614","definitiv Verlag (Name + Sachgruppe)",1
"K616","definitiv Verlag (Name + Sachgruppe)",1
"K617","Verlag laut Name (keine verlagsrelevante Sachgruppe)",2
"K618","definitiv Verlag (Name + Sachgruppe)",44
"K619","definitiv Verlag (Name + Sachgruppe)",1
"K620","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K621","definitiv Verlag (Name + Sachgruppe)",1
"K622","definitiv Verlag (Name + Sachgruppe)",4
"K624","definitiv Verlag (Name + Sachgruppe)",4
"K627","definitiv Verlag (Name + Sachgruppe)",1
"K63","definitiv Verlag (Name + Sachgruppe)",1
"K637","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K639","definitiv Verlag (Name + Sachgruppe)",2
"K640","definitiv Verlag (Name + Sachgruppe)",3
"K645","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K646","definitiv Verlag (Name + Sachgruppe)",89
"K647","definitiv Verlag (Name + Sachgruppe)",1
"K65","definitiv Verlag (Name + Sachgruppe)",2
"K650","definitiv Verlag (Name + Sachgruppe)",3
"K656","definitiv Verlag (Name + Sachgruppe)",2
"K657","definitiv Verlag (Name + Sachgruppe)",6
"K659","definitiv Verlag (Name + Sachgruppe)",2
"K66","definitiv Verlag (Name + Sachgruppe)",6
"K660","definitiv Verlag (Name + Sachgruppe)",1
"K661","Verlag laut Name (keine verlagsrelevante Sachgruppe)",26
"K663","definitiv Verlag (Name + Sachgruppe)",11
"K664","definitiv Verlag (Name + Sachgruppe)",2
"K665","definitiv Verlag (Name + Sachgruppe)",2
"K666","definitiv Verlag (Name + Sachgruppe)",2
"K668","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K669","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K67","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K673","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K674","Verlag laut Name (keine verlagsrelevante Sachgruppe)",4
"K675","definitiv Verlag (Name + Sachgruppe)",20
"K676","definitiv Verlag (Name + Sachgruppe)",5
"K678","definitiv Verlag (Name + Sachgruppe)",3
"K679","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K680","definitiv Verlag (Name + Sachgruppe)",0
"K681","definitiv Verlag (Name + Sachgruppe)",1
"K682","definitiv Verlag (Name + Sachgruppe)",4
"K683","definitiv Verlag (Name + Sachgruppe)",7
"K684","definitiv Verlag (Name + Sachgruppe)",1
"K685","definitiv Verlag (Name + Sachgruppe)",6
"K686","definitiv Verlag (Name + Sachgruppe)",1
"K687","Verlag laut Name (keine verlagsrelevante Sachgruppe)",2
"K688","definitiv Verlag (Name + Sachgruppe)",1
"K689","definitiv Verlag (Name + Sachgruppe)",2
"K69","definitiv Verlag (Name + Sachgruppe)",1
"K690","definitiv Verlag (Name + Sachgruppe)",6
"K691","definitiv Verlag (Name + Sachgruppe)",1
"K692","definitiv Verlag (Name + Sachgruppe)",6
"K693","definitiv Verlag (Name + Sachgruppe)",2
"K695","definitiv Verlag (Name + Sachgruppe)",2
"K699","definitiv Verlag (Name + Sachgruppe)",1
"K7","definitiv Verlag (Name + Sachgruppe)",1
"K70","definitiv Verlag (Name + Sachgruppe)",1
"K702","definitiv Verlag (Name + Sachgruppe)",1
"K703","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K706","definitiv Verlag (Name + Sachgruppe)",1
"K708","definitiv Verlag (Name + Sachgruppe)",1
"K71","definitiv Verlag (Name + Sachgruppe)",1
"K710","definitiv Verlag (Name + Sachgruppe)",1
"K714","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K715","definitiv Verlag (Name + Sachgruppe)",2
"K716","definitiv Verlag (Name + Sachgruppe)",2
"K717","definitiv Verlag (Name + Sachgruppe)",1
"K718","definitiv Verlag (Name + Sachgruppe)",1
"K719","definitiv Verlag (Name + Sachgruppe)",1
"K72","definitiv Verlag (Name + Sachgruppe)",1
"K720","definitiv Verlag (Name + Sachgruppe)",1
"K721","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K723","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K724","Verlag laut Name (keine verlagsrelevante Sachgruppe)",2
"K725","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K726","definitiv Verlag (Name + Sachgruppe)",3
"K727","definitiv Verlag (Name + Sachgruppe)",22
"K728","Verlag laut Name (keine verlagsrelevante Sachgruppe)",3
"K729","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K730","definitiv Verlag (Name + Sachgruppe)",1
"K733","definitiv Verlag (Name + Sachgruppe)",1
"K734","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K735","definitiv Verlag (Name + Sachgruppe)",1
"K737","Verlag laut Name (keine verlagsrelevante Sachgruppe)",26
"K738","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K74","definitiv Verlag (Name + Sachgruppe)",3
"K742","definitiv Verlag (Name + Sachgruppe)",4
"K743","definitiv Verlag (Name + Sachgruppe)",11
"K744","definitiv Verlag (Name + Sachgruppe)",1
"K746","definitiv Verlag (Name + Sachgruppe)",1
"K749","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K75","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K750","Verlag laut Name (keine verlagsrelevante Sachgruppe)",2
"K751","definitiv Verlag (Name + Sachgruppe)",0
"K752","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K753","definitiv Verlag (Name + Sachgruppe)",2
"K754","definitiv Verlag (Name + Sachgruppe)",2
"K755","Verlag laut Name (keine verlagsrelevante Sachgruppe)",5
"K756","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K757","definitiv Verlag (Name + Sachgruppe)",1
"K758","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K759","definitiv Verlag (Name + Sachgruppe)",4
"K76","definitiv Verlag (Name + Sachgruppe)",1
"K760","definitiv Verlag (Name + Sachgruppe)",3
"K761","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K762","definitiv Verlag (Name + Sachgruppe)",1
"K763","definitiv Verlag (Name + Sachgruppe)",2
"K764","definitiv Verlag (Name + Sachgruppe)",1
"K765","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K766","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K767","definitiv Verlag (Name + Sachgruppe)",1
"K768","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K769","definitiv Verlag (Name + Sachgruppe)",6
"K770","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K771","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K772","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K773","Verlag laut Name (keine verlagsrelevante Sachgruppe)",2
"K774","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K775","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K776","definitiv Verlag (Name + Sachgruppe)",1
"K777","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K778","definitiv Verlag (Name + Sachgruppe)",3
"K779","definitiv Verlag (Name + Sachgruppe)",14
"K78","definitiv Verlag (Name + Sachgruppe)",3
"K780","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K781","definitiv Verlag (Name + Sachgruppe)",1
"K782","definitiv Verlag (Name + Sachgruppe)",1
"K783","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K784","Verlag laut Name (keine verlagsrelevante Sachgruppe)",2
"K786","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K787","definitiv Verlag (Name + Sachgruppe)",1
"K788","definitiv Verlag (Name + Sachgruppe)",3
"K789","definitiv Verlag (Name + Sachgruppe)",1
"K79","definitiv Verlag (Name + Sachgruppe)",1
"K790","Verlag laut Name (keine verlagsrelevante Sachgruppe)",2
"K791","definitiv Verlag (Name + Sachgruppe)",1
"K792","definitiv Verlag (Name + Sachgruppe)",4
"K793","definitiv Verlag (Name + Sachgruppe)",14
"K794","Verlag laut Name (keine verlagsrelevante Sachgruppe)",6
"K795","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K796","definitiv Verlag (Name + Sachgruppe)",2
"K797","definitiv Verlag (Name + Sachgruppe)",4
"K798","definitiv Verlag (Name + Sachgruppe)",1
"K799","definitiv Verlag (Name + Sachgruppe)",1
"K800","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K801","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K802","Verlag laut Name (keine verlagsrelevante Sachgruppe)",3
"K803","definitiv Verlag (Name + Sachgruppe)",4
"K804","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K805","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K806","Verlag laut Name (keine verlagsrelevante Sachgruppe)",2
"K807","Verlag laut Name (keine verlagsrelevante Sachgruppe)",5
"K808","Verlag laut Name (keine verlagsrelevante Sachgruppe)",2
"K809","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K81","Verlag laut Name (keine verlagsrelevante Sachgruppe)",3
"K810","definitiv Verlag (Name + Sachgruppe)",6
"K811","definitiv Verlag (Name + Sachgruppe)",1
"K812","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K814","Verlag laut Name (keine verlagsrelevante Sachgruppe)",3
"K815","definitiv Verlag (Name + Sachgruppe)",2
"K816","definitiv Verlag (Name + Sachgruppe)",1
"K817","definitiv Verlag (Name + Sachgruppe)",1
"K818","definitiv Verlag (Name + Sachgruppe)",5
"K819","definitiv Verlag (Name + Sachgruppe)",1
"K82","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K820","definitiv Verlag (Name + Sachgruppe)",4
"K821","Verlag laut Name (keine verlagsrelevante Sachgruppe)",18
"K822","definitiv Verlag (Name + Sachgruppe)",1
"K823","definitiv Verlag (Name + Sachgruppe)",1
"K824","definitiv Verlag (Name + Sachgruppe)",14
"K825","definitiv Verlag (Name + Sachgruppe)",10
"K826","definitiv Verlag (Name + Sachgruppe)",31
"K827","definitiv Verlag (Name + Sachgruppe)",13
"K828","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K829","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K830","Verlag laut Name (keine verlagsrelevante Sachgruppe)",6
"K831","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K832","definitiv Verlag (Name + Sachgruppe)",1
"K833","definitiv Verlag (Name + Sachgruppe)",13
"K834","definitiv Verlag (Name + Sachgruppe)",1
"K835","definitiv Verlag (Name + Sachgruppe)",1
"K837","definitiv Verlag (Name + Sachgruppe)",1
"K838","Verlag laut Name (keine verlagsrelevante Sachgruppe)",3
"K839","definitiv Verlag (Name + Sachgruppe)",11
"K84","definitiv Verlag (Name + Sachgruppe)",14
"K840","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K841","definitiv Verlag (Name + Sachgruppe)",1
"K842","Verlag laut Name (keine verlagsrelevante Sachgruppe)",4
"K843","definitiv Verlag (Name + Sachgruppe)",1
"K844","definitiv Verlag (Name + Sachgruppe)",2
"K845","definitiv Verlag (Name + Sachgruppe)",2
"K846","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K847","definitiv Verlag (Name + Sachgruppe)",7
"K848","definitiv Verlag (Name + Sachgruppe)",11
"K849","definitiv Verlag (Name + Sachgruppe)",17
"K850","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K851","definitiv Verlag (Name + Sachgruppe)",2
"K852","definitiv Verlag (Name + Sachgruppe)",5
"K853","definitiv Verlag (Name + Sachgruppe)",3
"K854","definitiv Verlag (Name + Sachgruppe)",1
"K856","definitiv Verlag (Name + Sachgruppe)",3
"K857","definitiv Verlag (Name + Sachgruppe)",1
"K858","Verlag laut Name (keine verlagsrelevante Sachgruppe)",2
"K859","Verlag laut Name (keine verlagsrelevante Sachgruppe)",3
"K86","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K860","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K861","definitiv Verlag (Name + Sachgruppe)",1
"K862","definitiv Verlag (Name + Sachgruppe)",1
"K863","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K864","definitiv Verlag (Name + Sachgruppe)",1
"K865","definitiv Verlag (Name + Sachgruppe)",2
"K866","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K867","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K868","definitiv Verlag (Name + Sachgruppe)",1
"K869","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K87","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K870","definitiv Verlag (Name + Sachgruppe)",1
"K871","definitiv Verlag (Name + Sachgruppe)",14
"K876","definitiv Verlag (Name + Sachgruppe)",1
"K877","definitiv Verlag (Name + Sachgruppe)",8
"K878","definitiv Verlag (Name + Sachgruppe)",1
"K879","definitiv Verlag (Name + Sachgruppe)",1
"K88","definitiv Verlag (Name + Sachgruppe)",1
"K880","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K881","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K882","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K883","Verlag laut Name (keine verlagsrelevante Sachgruppe)",4
"K884","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K885","definitiv Verlag (Name + Sachgruppe)",5
"K886","Verlag laut Name (keine verlagsrelevante Sachgruppe)",6
"K887","definitiv Verlag (Name + Sachgruppe)",3
"K888","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K889","definitiv Verlag (Name + Sachgruppe)",1
"K890","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K891","Verlag laut Name (keine verlagsrelevante Sachgruppe)",5
"K892","Verlag laut Name (keine verlagsrelevante Sachgruppe)",5
"K893","definitiv Verlag (Name + Sachgruppe)",3
"K894","definitiv Verlag (Name + Sachgruppe)",1
"K895","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K896","definitiv Verlag (Name + Sachgruppe)",1
"K897","Verlag laut Name (keine verlagsrelevante Sachgruppe)",2
"K898","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K899","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K9","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K90","Verlag laut Name (keine verlagsrelevante Sachgruppe)",2
"K900","definitiv Verlag (Name + Sachgruppe)",4
"K901","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K903","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K904","definitiv Verlag (Name + Sachgruppe)",2
"K905","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K906","definitiv Verlag (Name + Sachgruppe)",1
"K907","Verlag laut Name (keine verlagsrelevante Sachgruppe)",2
"K908","definitiv Verlag (Name + Sachgruppe)",9
"K909","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K911","definitiv Verlag (Name + Sachgruppe)",1
"K912","definitiv Verlag (Name + Sachgruppe)",3
"K913","Verlag laut Name (keine verlagsrelevante Sachgruppe)",9
"K914","Verlag laut Name (keine verlagsrelevante Sachgruppe)",7
"K915","definitiv Verlag (Name + Sachgruppe)",5
"K916","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K917","definitiv Verlag (Name + Sachgruppe)",1
"K918","Verlag laut Name (keine verlagsrelevante Sachgruppe)",2
"K919","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K920","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K921","Verlag laut Name (keine verlagsrelevante Sachgruppe)",2
"K922","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K923","definitiv Verlag (Name + Sachgruppe)",1
"K924","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K925","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K926","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K927","definitiv Verlag (Name + Sachgruppe)",1
"K928","definitiv Verlag (Name + Sachgruppe)",1
"K929","definitiv Verlag (Name + Sachgruppe)",1
"K930","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K931","definitiv Verlag (Name + Sachgruppe)",1
"K932","definitiv Verlag (Name + Sachgruppe)",0
"K933","definitiv Verlag (Name + Sachgruppe)",1
"K934","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K935","definitiv Verlag (Name + Sachgruppe)",1
"K936","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K937","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K938","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K939","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K94","definitiv Verlag (Name + Sachgruppe)",1
"K940","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K941","definitiv Verlag (Name + Sachgruppe)",1
"K942","Verlag laut Name (keine verlagsrelevante Sachgruppe)",2
"K943","definitiv Verlag (Name + Sachgruppe)",5
"K944","definitiv Verlag (Name + Sachgruppe)",2
"K945","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K946","definitiv Verlag (Name + Sachgruppe)",10
"K947","Verlag laut Name (keine verlagsrelevante Sachgruppe)",13
"K948","definitiv Verlag (Name + Sachgruppe)",1
"K949","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K95","definitiv Verlag (Name + Sachgruppe)",2
"K950","definitiv Verlag (Name + Sachgruppe)",2
"K951","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K952","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K953","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K954","definitiv Verlag (Name + Sachgruppe)",8
"K955","definitiv Verlag (Name + Sachgruppe)",4
"K956","definitiv Verlag (Name + Sachgruppe)",2
"K957","definitiv Verlag (Name + Sachgruppe)",1
"K958","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K959","Verlag laut Name (keine verlagsrelevante Sachgruppe)",2
"K96","definitiv Verlag (Name + Sachgruppe)",1
"K960","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K961","definitiv Verlag (Name + Sachgruppe)",8
"K962","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K963","definitiv Verlag (Name + Sachgruppe)",1
"K964","definitiv Verlag (Name + Sachgruppe)",4
"K965","definitiv Verlag (Name + Sachgruppe)",2
"K966","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K967","Verlag laut Name (keine verlagsrelevante Sachgruppe)",3
"K968","definitiv Verlag (Name + Sachgruppe)",4
"K969","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K97","definitiv Verlag (Name + Sachgruppe)",7
"K970","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K971","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K972","definitiv Verlag (Name + Sachgruppe)",4
"K973","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K974","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K975","definitiv Verlag (Name + Sachgruppe)",106
"K976","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K977","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K978","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K979","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K98","definitiv Verlag (Name + Sachgruppe)",1
"K981","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K982","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K983","Verlag laut Name (keine verlagsrelevante Sachgruppe)",2
"K984","Verlag laut Name (keine verlagsrelevante Sachgruppe)",2
"K985","Verlag laut Name (keine verlagsrelevante Sachgruppe)",2
"K986","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K988","definitiv Verlag (Name + Sachgruppe)",1
"K989","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K991","definitiv Verlag (Name + Sachgruppe)",1
"K992","definitiv Verlag (Name + Sachgruppe)",10
"K993","definitiv Verlag (Name + Sachgruppe)",2
"K994","definitiv Verlag (Name + Sachgruppe)",6
"K995","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K996","definitiv Verlag (Name + Sachgruppe)",1
"K997","definitiv Verlag (Name + Sachgruppe)",3
"K998","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
"K999","Verlag laut Name (keine verlagsrelevante Sachgruppe)",1
